q,gamma,beta,delta,C_baseline,C_filter,filtering_beneficial,lhs,rhs,savings
0.3745401188473625,2.0288140493594664,3.7990441028203152,1.50401402874987,46.62286521743825,29.494245709542845,True,3.645091467236796,1.50401402874987,17.128619507895408
0.9507143064099162,2.4198347309376054,3.3958297526908927,2.2427728498126567,46.525315869027985,62.174466205426455,False,0.2866290577628473,2.2427728498126567,-15.64915033639847
0.7319939418114051,4.287282226690683,1.8439237337783148,1.6923736741624362,49.049647683751985,49.44303434578976,False,1.6432003414077143,1.6923736741624362,-0.39338666203777706
0.5986584841970366,1.7660214916934718,6.11194003400473,0.25907472350427124,63.02369220558562,39.80226583233065,True,3.1617530201611426,0.25907472350427124,23.22142637325497
0.15601864044243652,4.361283455579639,4.818579189035426,0.5648849079828306,73.43890115692052,15.976916777951864,True,7.747632955353913,0.5648849079828306,57.46198437896866
0.15599452033620265,0.5318587117857884,8.670439824007635,0.6657912702524483,73.6183882863474,16.81039533067267,True,7.766790389711789,0.6657912702524483,56.80799295567473
0.05808361216819946,3.9063123423222907,0.4178848467723767,0.7810141183980863,34.59357751275734,8.257432886946233,True,4.0730321966244745,0.7810141183980863,26.33614462581111
0.8661761457749352,4.2529834019682085,6.47429248279575,1.7005561419320079,85.81820707811167,87.9381329796901,False,1.4355654042347052,1.7005561419320079,-2.1199259015784264
0.6011150117432088,0.9909064989029599,7.653193897264455,1.5168576816779267,69.15280316933932,53.703649542636626,True,3.4480018850157634,1.5168576816779267,15.449153626702696
0.7080725777960455,2.208698008623782,7.618917034964239,0.6174485147089848,78.62092034870417,60.608905857676405,True,2.868950326087455,0.6174485147089848,18.01201449102777
0.020584494295802447,0.9109488958519125,8.872132274245699,0.21198898193250437,78.2646493607809,3.306950083790008,True,9.581701391556365,0.21198898193250437,74.95769927699088
0.9699098521619943,3.562360232071667,7.317434054011991,0.522582291379407,87.03835428866927,88.60001567158176,False,0.3273746185153467,0.522582291379407,-1.5616613829124901
